gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,churn
female,28,yes,no,yes,no,0,united states,california,anaheim,92808,33.850452,-117.726668,19629,q3,yes,8,41,offer b,yes,18.84,yes,yes,cable,26,yes,yes,yes,no,yes,no,no,yes,one year,yes,credit card,78.35,3211.2,0.0,0,772.4399999999999,3983.64,3,2894,0
male,25,yes,no,yes,no,0,united states,california,brea,92823,33.924143,-117.79387,1408,q3,yes,3,27,,no,0.0,no,yes,dsl,27,no,yes,yes,no,no,yes,yes,no,one year,yes,credit card,45.85,1246.4,0.0,30,0.0,1276.4,4,2068,0
female,50,no,no,no,no,0,united states,california,fullerton,92831,33.879983,-117.895482,34592,q3,no,0,1,,yes,2.7,no,yes,fiber optic,14,no,no,no,yes,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,95.85,95.85,0.0,0,2.7,98.55,4,3270,0
female,55,no,no,yes,no,0,united states,california,fullerton,92832,33.868316,-117.929029,24502,q3,yes,5,67,,no,0.0,no,yes,cable,30,yes,no,no,yes,no,no,no,yes,two year,no,credit card,35.7,2545.7,0.0,0,0.0,2545.7,3,5655,0
female,40,no,no,yes,yes,2,united states,california,fullerton,92835,33.902211,-117.914922,21157,q3,yes,9,56,,yes,29.06,yes,no,,0,no,no,no,no,no,no,no,no,two year,yes,credit card,24.95,1468.9,0.0,0,1627.36,3096.26,5,5243,0
male,44,no,no,yes,no,0,united states,california,garden grove,92840,33.787165,-117.931889,50641,q3,yes,7,44,,yes,32.22,yes,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,24.85,1013.6,0.0,0,1417.6799999999998,2431.28,3,5331,0
female,51,no,no,yes,no,0,united states,california,garden grove,92844,33.766476,-117.969795,23481,q3,yes,3,69,,yes,14.69,yes,yes,fiber optic,6,no,no,yes,yes,yes,yes,yes,no,two year,no,bank withdrawal,105.35,7240.65,0.0,50,1013.61,8304.26,5,5268,0
female,48,no,no,no,no,0,united states,california,norco,92860,33.925833,-117.559639,22443,q3,no,0,40,,yes,26.03,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,19.65,830.25,0.0,0,1041.2,1871.45,4,3878,0
male,50,no,no,yes,yes,2,united states,california,villa park,92861,33.817473,-117.810462,5935,q3,yes,6,30,,yes,12.49,yes,yes,dsl,19,yes,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,54.45,1588.7,0.0,0,374.7,1963.4,4,2613,0
female,38,no,no,no,no,0,united states,california,orange,92865,33.828779,-117.848299,18058,q3,no,0,11,,yes,47.61,no,yes,dsl,12,no,no,no,yes,yes,yes,yes,yes,month-to-month,no,credit card,70.5,829.3,0.0,0,523.71,1353.01,3,5541,0
female,58,no,no,no,no,0,united states,california,orange,92866,33.784597,-117.844535,15396,q3,no,0,15,,yes,9.74,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,20.1,302.45,0.0,0,146.1,448.55,5,4359,0
male,35,no,no,no,no,0,united states,california,orange,92867,33.81859,-117.821288,40915,q3,no,0,11,,yes,16.14,no,yes,dsl,8,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,69.35,712.25,0.0,0,177.54000000000002,889.79,3,2288,0
female,47,no,no,yes,no,0,united states,california,orange,92868,33.787796,-117.875928,23172,q3,yes,7,64,,yes,23.25,no,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,19.8,1336.65,0.0,0,1488.0,2824.65,5,5384,0
female,42,no,no,no,yes,3,united states,california,corona,92879,33.893823,-117.531446,44875,q3,no,0,1,,yes,2.98,no,yes,cable,26,yes,no,no,no,no,no,no,yes,month-to-month,no,credit card,51.2,51.2,0.0,0,2.98,54.18,3,3699,0
female,26,yes,no,no,no,0,united states,california,corona,92880,33.918043,-117.617809,16998,q3,no,0,15,offer d,yes,20.11,no,yes,cable,73,yes,yes,yes,yes,no,no,yes,yes,one year,no,credit card,65.6,1010.0,0.0,0,301.65,1311.65,3,2976,0
female,32,no,no,no,no,0,united states,california,corona,92881,33.833686,-117.513063,21911,q3,no,0,60,,yes,16.11,yes,yes,cable,18,no,no,yes,yes,yes,yes,yes,yes,one year,no,credit card,80.55,4847.05,0.0,0,966.6,5813.65,5,4159,0
male,57,no,no,no,no,0,united states,california,corona,92882,33.819385,-117.600213,60294,q3,no,0,56,,yes,21.61,no,yes,cable,27,yes,no,yes,no,no,no,no,yes,one year,no,credit card,52.7,3019.7,0.0,0,1210.16,4229.86,3,4753,0
female,31,no,no,no,no,0,united states,california,corona,92883,33.762351,-117.488725,13188,q3,no,0,8,,yes,11.46,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,20.85,161.65,0.0,0,91.68,253.33,5,4249,0
female,19,yes,no,yes,no,0,united states,california,yorba linda,92887,33.884073,-117.732197,20893,q3,yes,6,49,,yes,28.42,yes,yes,dsl,41,no,no,no,no,no,no,yes,no,month-to-month,yes,credit card,52.15,2583.75,0.0,50,1392.5800000000002,4026.33,4,5224,0
male,51,no,no,no,no,0,united states,california,ventura,93004,34.278697,-119.167798,27381,q3,no,0,70,offer a,yes,14.63,yes,yes,fiber optic,30,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,bank withdrawal,114.95,7711.25,0.0,0,1024.1,8735.35,3,4511,0
female,25,yes,no,yes,no,0,united states,california,carpinteria,93013,34.441398,-119.513163,17409,q3,yes,6,72,offer a,yes,24.85,yes,yes,fiber optic,47,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,credit card,113.65,8124.2,0.0,0,1789.2,9913.4,3,6469,0
female,42,no,no,no,no,0,united states,california,fillmore,93015,34.408161,-118.865111,16013,q3,no,0,40,,yes,22.89,no,no,,0,no,no,no,no,no,no,no,no,two year,yes,bank withdrawal,20.6,827.3,0.0,0,915.6,1742.9,3,3091,0
male,44,no,no,no,yes,3,united states,california,oxnard,93030,34.223244,-119.18012,79736,q3,no,0,1,offer e,yes,42.55,no,yes,dsl,25,no,no,yes,no,no,no,no,yes,month-to-month,yes,bank withdrawal,49.85,49.85,0.0,0,42.55,92.4,4,5323,0
male,33,no,no,yes,no,0,united states,california,oxnard,93033,34.156629,-119.117218,77791,q3,yes,2,30,,yes,9.81,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,19.8,576.65,0.0,0,294.3,870.95,5,4006,0
male,20,yes,no,no,yes,1,united states,california,santa barbara,93105,34.037342,-119.80079,25771,q3,no,0,3,offer e,yes,33.28,no,yes,cable,69,yes,no,yes,no,no,no,yes,yes,month-to-month,no,credit card,55.9,157.55,0.0,0,99.84,257.39,4,4648,0
female,37,no,no,no,no,0,united states,california,santa barbara,93111,34.460197,-119.802602,16477,q3,no,0,5,offer e,yes,45.74,no,yes,fiber optic,30,no,yes,no,no,yes,no,no,no,month-to-month,yes,credit card,85.3,420.45,0.0,10,228.7,659.15,4,2689,0
female,49,no,no,yes,yes,2,united states,california,goleta,93117,34.489983,-120.091246,49975,q3,yes,6,72,offer a,yes,2.71,yes,yes,fiber optic,20,yes,no,yes,yes,yes,yes,yes,yes,two year,no,credit card,107.45,7576.7,0.0,0,195.12,7771.82,4,5246,0
female,27,yes,no,yes,no,0,united states,california,arvin,93203,35.116307,-118.817644,16206,q3,yes,5,54,,yes,29.66,yes,yes,cable,76,yes,yes,yes,yes,yes,yes,yes,yes,two year,no,credit card,91.3,4965.0,0.0,0,1601.64,6566.64,3,5907,0
male,57,no,no,yes,no,0,united states,california,avenal,93204,35.916943,-120.129921,14697,q3,yes,2,72,offer a,yes,10.97,yes,yes,dsl,30,no,yes,yes,yes,yes,yes,yes,yes,two year,no,bank withdrawal,85.95,6151.9,0.0,0,789.84,6941.74,4,6450,0
male,53,no,no,yes,yes,1,united states,california,coalinga,93210,36.186867,-120.387793,18036,q3,yes,5,69,offer a,yes,21.56,yes,yes,fiber optic,17,no,no,yes,no,no,no,no,yes,two year,yes,credit card,79.2,5420.65,0.0,0,1487.64,6908.289999999999,4,4072,0
female,58,no,no,no,no,0,united states,california,corcoran,93212,36.04533,-119.532424,23506,q3,no,0,48,,yes,13.03,no,yes,dsl,5,yes,yes,no,no,no,no,no,yes,two year,no,credit card,55.5,2627.35,0.0,0,625.4399999999999,3252.79,4,4975,0
female,54,no,no,yes,no,0,united states,california,ducor,93218,35.846067,-119.004073,823,q3,yes,4,8,offer e,yes,9.88,yes,yes,fiber optic,4,no,no,no,yes,no,yes,yes,no,month-to-month,yes,bank withdrawal,90.25,743.75,0.0,0,79.04,822.79,3,4969,0
male,59,no,no,yes,no,0,united states,california,earlimart,93219,35.858054,-119.305858,9318,q3,yes,7,71,offer a,yes,46.53,yes,yes,dsl,3,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,credit card,91.25,6589.6,0.0,0,3303.63,9893.23,3,5529,0
male,40,no,no,yes,no,0,united states,california,frazier park,93222,34.907911,-119.234281,1526,q3,yes,8,67,offer a,yes,31.41,no,yes,fiber optic,23,yes,yes,no,no,yes,yes,yes,yes,one year,yes,credit card,100.9,6733.15,0.0,0,2104.47,8837.619999999999,3,4078,0
male,28,yes,no,yes,yes,2,united states,california,farmersville,93223,36.29878,-119.201028,8644,q3,yes,9,34,,yes,42.74,yes,yes,fiber optic,52,no,yes,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,97.7,3410.0,0.0,0,1453.16,4863.16,3,5789,0
female,53,no,no,no,no,0,united states,california,fellows,93224,35.215731,-119.57013,626,q3,no,0,3,offer e,yes,34.76,no,yes,fiber optic,21,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,69.85,199.85,0.0,0,104.28,304.13,5,4764,0
female,37,no,no,yes,no,0,united states,california,frazier park,93225,34.827662,-118.999073,4498,q3,yes,2,9,,yes,42.39,no,yes,cable,16,no,yes,no,yes,yes,no,no,yes,one year,yes,credit card,65.6,593.3,0.0,0,381.51,974.81,3,2205,0
male,23,yes,no,yes,yes,3,united states,california,glennville,93226,35.735694,-118.738483,296,q3,yes,1,71,offer a,yes,14.14,no,yes,fiber optic,59,yes,yes,yes,no,yes,yes,yes,yes,one year,yes,bank withdrawal,104.65,7288.4,0.0,0,1003.94,8292.34,4,6101,0
male,34,no,no,no,no,0,united states,california,hanford,93230,36.29223,-119.622676,53204,q3,no,0,57,,yes,30.77,yes,yes,fiber optic,10,no,no,no,yes,yes,no,no,no,two year,yes,credit card,90.45,5229.8,0.0,70,1753.89,7053.6900000000005,5,5076,0
male,36,no,no,no,no,0,united states,california,huron,93234,36.217864,-120.080117,6918,q3,no,0,72,offer a,no,0.0,no,yes,cable,14,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,bank withdrawal,63.7,4464.8,0.0,0,0.0,4464.8,3,4921,0
male,28,yes,no,no,no,0,united states,california,kernville,93238,35.852892,-118.397782,1873,q3,no,0,18,offer d,yes,38.73,no,no,,0,no,no,no,no,no,no,no,no,one year,no,credit card,20.1,401.85,0.0,0,697.14,1098.99,5,5586,0
male,20,yes,no,yes,yes,2,united states,california,kettleman city,93239,35.996923,-120.000951,1809,q3,no,0,43,,yes,22.83,yes,yes,fiber optic,47,no,no,yes,yes,yes,yes,yes,yes,one year,yes,credit card,104.3,4451.85,0.0,0,981.69,5433.54,5,3927,0
female,62,no,no,yes,no,0,united states,california,lake isabella,93240,35.607875,-118.466318,5564,q3,yes,2,72,offer a,yes,1.72,yes,yes,cable,7,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,bank withdrawal,93.25,6688.95,0.0,0,123.84,6812.79,3,5197,0
male,61,no,no,yes,no,0,united states,california,lamont,93241,35.245035,-118.905553,15364,q3,yes,10,35,,yes,13.39,yes,yes,dsl,20,no,no,no,yes,yes,yes,yes,yes,one year,yes,bank withdrawal,73.45,2661.1,0.0,0,468.65,3129.75,4,4719,0
male,28,yes,no,no,no,0,united states,california,laton,93242,36.444232,-119.718285,2900,q3,no,0,4,,yes,45.37,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,20.7,73.05,0.0,0,181.48,254.53,5,4676,0
female,23,yes,no,yes,yes,2,united states,california,lebec,93243,34.845861,-118.885163,1247,q3,yes,8,49,,yes,33.65,yes,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,25.25,1211.65,0.0,0,1648.85,2860.5,3,5616,0
female,61,no,no,yes,yes,2,united states,california,lemon cove,93244,36.462671,-118.997291,293,q3,yes,5,71,offer a,yes,36.5,yes,yes,fiber optic,19,yes,yes,yes,no,yes,no,no,yes,two year,no,bank withdrawal,100.5,7030.65,0.0,0,2591.5,9622.15,4,4080,0
male,44,no,no,yes,yes,1,united states,california,lemoore,93245,36.303666,-119.825657,30419,q3,yes,9,11,offer d,yes,38.48,no,yes,fiber optic,19,no,no,no,no,yes,yes,yes,yes,month-to-month,no,bank withdrawal,90.6,1020.2,0.0,0,423.28,1443.48,5,2004,0
male,39,no,no,yes,no,0,united states,california,lindsay,93247,36.205465,-119.085807,15508,q3,yes,6,63,,yes,44.55,yes,yes,dsl,29,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,credit card,89.4,5597.65,0.0,0,2806.65,8404.3,3,5004,0
female,60,no,no,no,yes,3,united states,california,mc farland,93250,35.666886,-119.186717,10781,q3,no,0,49,,yes,31.7,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,20.45,1024.65,0.0,0,1553.3,2577.95,4,4784,0
female,30,no,no,yes,yes,2,united states,california,new cuyama,93254,34.956577,-119.750142,798,q3,yes,1,4,,yes,28.55,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,19.95,82.9,0.0,0,114.2,197.1,4,2951,0
female,21,yes,no,yes,no,0,united states,california,temecula,92592,33.507255,-117.029473,46171,q3,yes,2,72,offer a,yes,11.85,yes,yes,fiber optic,82,no,yes,yes,yes,yes,yes,yes,yes,one year,no,credit card,109.15,7789.6,0.0,0,853.1999999999999,8642.800000000001,4,4807,0
female,47,no,no,no,no,0,united states,california,posey,93260,35.861928,-118.636698,266,q3,no,0,57,,yes,38.94,yes,yes,fiber optic,7,no,yes,no,yes,no,yes,yes,yes,one year,no,bank withdrawal,94.7,5468.95,0.0,0,2219.58,7688.53,4,4507,0
male,52,no,no,yes,yes,2,united states,california,richgrove,93261,35.809921,-119.127437,2956,q3,yes,2,28,,yes,9.31,yes,yes,dsl,19,no,yes,no,no,no,yes,yes,yes,month-to-month,no,bank withdrawal,64.4,1802.15,0.0,0,260.68,2062.83,3,2434,0
female,56,no,no,yes,no,0,united states,california,sequoia national park,93262,36.527243,-118.594938,56,q3,yes,10,25,,yes,3.6,yes,no,,0,no,no,no,no,no,no,no,no,one year,yes,credit card,26.8,733.55,0.0,0,90.0,823.55,5,3428,0
female,49,no,no,yes,no,0,united states,california,shafter,93263,35.490705,-119.286833,15177,q3,yes,1,47,,yes,6.56,no,yes,dsl,11,yes,no,yes,no,yes,no,no,no,one year,yes,credit card,66.05,3021.45,0.0,40,308.32,3369.77,4,3404,0
female,35,no,no,yes,yes,1,united states,california,springville,93265,36.245926,-118.693138,3546,q3,yes,3,57,,yes,1.54,yes,yes,dsl,15,yes,yes,no,yes,no,no,no,yes,month-to-month,no,bank withdrawal,65.2,3687.85,0.0,0,87.78,3775.63,3,4491,0
male,24,yes,no,no,no,0,united states,california,strathmore,93267,36.141319,-119.129075,5689,q3,no,0,5,,yes,41.29,no,yes,dsl,51,yes,no,yes,no,no,no,no,yes,month-to-month,yes,credit card,55.8,274.35,0.0,0,206.45,480.8,3,2612,0
male,48,no,no,yes,yes,2,united states,california,three rivers,93271,36.413433,-118.854708,2318,q3,no,0,72,offer a,yes,8.53,no,no,,0,no,no,no,no,no,no,no,no,two year,no,bank withdrawal,19.95,1322.85,0.0,0,614.16,1937.01,3,5092,0
female,43,no,no,yes,yes,3,united states,california,tulare,93274,36.185471,-119.375243,56101,q3,yes,3,48,,no,0.0,no,yes,dsl,22,yes,no,yes,no,no,yes,yes,yes,one year,no,credit card,45.0,2196.3,0.0,0,0.0,2196.3,3,5269,0
female,46,no,no,yes,no,0,united states,california,tupman,93276,35.316263,-119.402559,236,q3,yes,8,68,offer a,yes,23.14,yes,yes,fiber optic,21,yes,yes,yes,yes,yes,yes,yes,yes,two year,no,bank withdrawal,114.9,7843.55,0.0,0,1573.52,9417.07,3,5782,0
female,22,yes,no,no,no,0,united states,california,visalia,93277,36.303793,-119.375646,44741,q3,no,0,30,,yes,42.49,yes,yes,fiber optic,73,yes,no,no,yes,yes,yes,yes,no,month-to-month,no,bank withdrawal,106.4,3211.9,0.0,60,1274.7,4546.6,4,5503,0
female,61,no,no,yes,no,0,united states,california,wasco,93280,35.652242,-119.4464,22760,q3,yes,2,3,,yes,2.66,no,yes,dsl,7,no,no,no,no,no,no,no,yes,month-to-month,yes,mailed check,46.1,130.15,0.0,0,7.98,138.13,4,4047,0
female,57,no,no,no,yes,2,united states,california,wofford heights,93285,35.690535,-118.552784,2515,q3,no,0,4,,yes,27.37,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,20.05,85.5,0.0,0,109.48,194.98,5,4462,0
female,58,no,no,yes,yes,2,united states,california,woodlake,93286,36.464635,-119.094348,8870,q3,yes,9,71,offer a,yes,27.26,yes,yes,fiber optic,12,no,yes,yes,no,no,yes,yes,yes,two year,yes,credit card,95.75,6849.4,0.0,0,1935.46,8784.86,5,4865,0
male,43,no,no,yes,no,0,united states,california,woody,93287,35.710244,-118.881679,88,q3,yes,6,8,,yes,23.18,yes,no,,0,no,no,no,no,no,no,no,no,one year,no,mailed check,24.4,203.95,0.0,0,185.44,389.39,5,2028,0
male,24,yes,no,yes,yes,1,united states,california,visalia,93291,36.391777,-119.372842,36718,q3,yes,3,61,,no,0.0,no,yes,dsl,76,yes,no,yes,no,no,no,no,no,month-to-month,no,bank withdrawal,33.6,2117.2,0.0,110,0.0,2227.2,3,6495,0
male,31,no,no,yes,yes,3,united states,california,visalia,93292,36.37559,-119.211689,30395,q3,yes,7,72,offer a,yes,8.51,yes,yes,fiber optic,24,no,yes,yes,yes,no,no,no,yes,two year,no,bank withdrawal,90.45,6565.85,0.0,0,612.72,7178.570000000001,3,4461,0
female,29,yes,no,no,no,0,united states,california,bakersfield,93301,35.383937,-119.020428,12963,q3,no,0,5,,yes,48.49,yes,yes,fiber optic,85,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,84.0,424.75,0.0,0,242.45,667.2,4,4456,0
female,37,no,no,no,no,0,united states,california,bakersfield,93304,35.339796,-119.023552,44588,q3,no,0,49,,yes,20.45,no,yes,cable,23,yes,yes,yes,yes,no,no,no,yes,two year,no,bank withdrawal,67.4,3306.85,0.0,0,1002.05,4308.9,3,5075,0
male,28,yes,no,no,no,0,united states,california,bakersfield,93305,35.391733,-118.984109,35643,q3,no,0,8,offer e,yes,22.15,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,19.7,168.9,0.0,0,177.2,346.1,4,5498,0
male,60,no,no,no,no,0,united states,california,bakersfield,93306,35.449881,-118.841442,53481,q3,no,0,3,offer e,yes,49.63,no,yes,fiber optic,26,no,no,no,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,80.35,253.8,0.0,0,148.89,402.69000000000005,5,4203,0
male,53,no,no,yes,yes,3,united states,california,bakersfield,93307,35.280113,-118.962329,59195,q3,yes,9,9,offer e,yes,2.68,no,no,,0,no,no,no,no,no,no,no,no,two year,no,mailed check,19.6,197.4,0.0,0,24.12,221.52,3,4406,0
male,42,no,no,yes,yes,2,united states,california,bakersfield,93308,35.559617,-118.925185,44915,q3,yes,1,67,offer a,yes,10.9,no,yes,cable,26,yes,yes,no,no,no,no,no,no,two year,yes,bank withdrawal,54.2,3838.2,0.0,10,730.3000000000001,4578.5,4,6005,0
male,36,no,no,no,no,0,united states,california,bakersfield,93309,35.342891,-119.064803,58632,q3,no,0,46,offer b,yes,24.13,no,yes,cable,16,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,45.2,2065.15,0.0,0,1109.98,3175.13,5,3150,0
female,23,yes,no,yes,no,0,united states,california,bakersfield,93311,35.16207,-119.194488,20440,q3,yes,10,67,offer a,yes,4.71,yes,yes,dsl,58,yes,yes,yes,no,no,yes,yes,yes,one year,no,mailed check,75.1,5064.45,0.0,0,315.57,5380.02,4,4931,0
female,54,no,no,yes,no,0,united states,california,bakersfield,93312,35.392599,-119.245341,40836,q3,yes,8,55,offer b,yes,3.28,no,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,19.7,1140.05,0.0,0,180.4,1320.4499999999998,3,4888,0
male,54,no,no,yes,no,0,united states,california,bakersfield,93313,35.140938,-119.051348,25126,q3,yes,1,33,,yes,19.11,yes,yes,dsl,21,yes,yes,yes,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,72.75,2447.45,0.0,0,630.63,3078.08,3,4959,0
male,64,no,no,yes,yes,1,united states,california,san luis obispo,93401,35.233745,-120.626442,27047,q3,yes,5,62,offer b,yes,20.96,no,no,,0,no,no,no,no,no,no,no,no,two year,no,credit card,20.05,1263.9,0.0,0,1299.52,2563.42,5,6444,0
male,24,yes,no,yes,yes,2,united states,california,san luis obispo,93405,35.236549,-120.727344,31982,q3,yes,8,49,offer b,no,0.0,no,yes,dsl,47,yes,no,no,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,39.2,1838.15,0.0,0,0.0,1838.15,4,4810,0
male,37,no,no,no,no,0,united states,california,arroyo grande,93420,35.176236,-120.483243,24499,q3,no,0,1,offer e,yes,18.57,no,yes,dsl,26,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,44.75,44.75,0.0,10,18.57,73.32,4,5479,0
male,37,no,no,yes,no,0,united states,california,atascadero,93422,35.453912,-120.69461,29539,q3,yes,8,14,offer d,yes,45.57,yes,yes,fiber optic,10,no,yes,yes,no,no,no,no,yes,month-to-month,yes,bank withdrawal,82.65,1185.0,0.0,0,637.98,1822.98,5,4965,0
female,43,no,no,yes,no,0,united states,california,cambria,93428,35.591387,-121.032256,6526,q3,yes,1,72,offer a,yes,24.89,yes,yes,fiber optic,5,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,credit card,117.15,8529.5,0.0,0,1792.08,10321.58,3,4743,0
male,38,no,no,no,no,0,united states,california,casmalia,93429,34.866032,-120.536546,210,q3,no,0,64,offer b,yes,36.54,yes,yes,fiber optic,14,yes,no,yes,yes,no,yes,yes,yes,two year,no,credit card,99.25,6549.45,0.0,0,2338.56,8888.01,4,5213,0
male,29,yes,no,yes,no,0,united states,california,cayucos,93430,35.511833,-120.918713,3220,q3,yes,9,69,offer a,yes,3.41,yes,yes,fiber optic,41,yes,yes,yes,yes,yes,yes,yes,yes,two year,yes,bank withdrawal,112.55,7806.5,0.0,0,235.29,8041.79,4,5532,0
female,30,no,no,no,no,0,united states,california,creston,93432,35.480896,-120.469476,1203,q3,no,0,1,offer e,yes,43.84,yes,no,,0,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,25.7,25.7,0.0,0,43.84,69.54,3,5249,0
male,48,no,no,yes,yes,3,united states,california,grover beach,93433,35.120833,-120.61843,13106,q3,yes,1,71,offer a,yes,15.71,yes,yes,dsl,57,yes,yes,yes,yes,yes,yes,yes,no,two year,no,credit card,90.3,6287.3,0.0,100,1115.41,7502.71,3,6291,0
female,34,no,no,yes,yes,2,united states,california,guadalupe,93434,34.936,-120.594655,5726,q3,yes,1,66,offer a,yes,48.11,no,yes,cable,27,no,no,no,yes,no,no,no,yes,one year,yes,credit card,49.4,3251.85,0.0,0,3175.26,6427.11,3,5232,0
male,32,no,no,no,no,0,united states,california,lompoc,93436,34.601055,-120.382917,51737,q3,no,0,2,offer e,yes,15.16,no,no,,0,no,no,no,no,no,no,no,no,month-to-month,no,credit card,19.4,50.6,0.0,0,30.32,80.92,5,3954,0
male,29,yes,no,no,no,0,united states,california,los alamos,93440,34.758699,-120.275839,1328,q3,no,0,11,offer d,yes,27.84,no,yes,cable,59,no,yes,no,no,yes,no,no,yes,one year,yes,bank withdrawal,61.25,729.95,0.0,0,306.24,1036.19,3,2738,0
male,52,no,no,no,yes,2,united states,california,los olivos,93441,34.70434,-120.02609,1317,q3,no,0,47,offer b,yes,25.25,no,yes,cable,17,yes,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,55.3,2654.05,0.0,0,1186.75,3840.8,3,5491,0
male,57,no,no,yes,yes,1,united states,california,oceano,93445,35.059695,-120.604741,7435,q3,yes,1,60,offer b,yes,2.83,yes,yes,fiber optic,19,no,yes,no,yes,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,103.75,5969.95,0.0,0,169.8,6139.75,4,6237,0
male,22,yes,no,no,no,0,united states,california,paso robles,93446,35.634222,-120.728341,35586,q3,no,0,11,offer d,yes,33.48,no,no,,0,no,no,no,no,no,no,no,no,one year,no,mailed check,19.5,226.8,0.0,0,368.28,595.0799999999999,4,5825,0
female,47,no,no,no,no,0,united states,california,pismo beach,93449,35.165668,-120.655842,8564,q3,no,0,29,,no,0.0,no,yes,cable,28,yes,yes,no,yes,no,no,no,yes,one year,no,credit card,39.5,1082.75,0.0,0,0.0,1082.75,3,5103,0
male,23,yes,no,yes,yes,9,united states,california,san ardo,93450,35.996008,-120.85305,670,q3,yes,1,21,offer d,no,0.0,no,yes,dsl,59,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,26.05,565.75,0.0,0,0.0,565.75,5,4302,0
female,44,no,no,no,yes,3,united states,california,san simeon,93452,35.746484,-121.223355,471,q3,no,0,3,,no,0.0,no,yes,dsl,53,no,yes,no,no,no,no,no,yes,month-to-month,no,mailed check,29.65,90.05,0.0,0,0.0,90.05,3,5880,0
female,41,no,no,yes,yes,2,united states,california,santa margarita,93453,35.303926,-120.256567,2687,q3,yes,1,43,offer b,yes,14.64,no,yes,dsl,19,no,yes,no,no,no,no,no,yes,month-to-month,no,mailed check,50.2,2169.4,0.0,0,629.52,2798.92,4,5284,0
male,34,no,no,no,no,0,united states,california,santa maria,93454,34.943523,-120.256729,30540,q3,no,0,5,offer e,yes,44.65,yes,yes,fiber optic,30,no,yes,yes,no,yes,yes,yes,yes,month-to-month,no,bank withdrawal,105.3,550.6,0.0,0,223.25,773.85,3,4024,0
female,63,no,no,no,no,0,united states,california,santa maria,93455,34.818227,-120.418784,37364,q3,no,0,1,offer e,yes,6.43,no,yes,dsl,27,no,no,no,no,no,yes,yes,no,month-to-month,yes,bank withdrawal,55.45,55.45,0.0,10,6.43,71.88,4,5286,0
male,57,no,no,yes,yes,3,united states,california,santa maria,93458,34.95934,-120.490081,43684,q3,no,0,71,offer a,yes,23.41,yes,yes,dsl,53,yes,no,yes,yes,yes,yes,yes,yes,one year,no,bank withdrawal,85.45,6300.85,0.0,0,1662.11,7962.96,4,5280,0
female,20,yes,no,yes,no,0,united states,california,santa ynez,93460,34.630356,-120.032564,5710,q3,yes,1,8,offer e,yes,28.37,no,no,,0,no,no,no,no,no,no,no,no,one year,no,bank withdrawal,19.8,160.05,0.0,0,226.96,387.01,4,5698,0
